,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
82,2.0,(n=,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[204]
83,2.0,"travel history,",Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,"[1, 5]"
84,2.0,February,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[2020]
85,2.0,Note for figure 2: Of the,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[526]
86,2.0,"cases reported outside China,",Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,"[1, 8]"
87,2.0,the remaining,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[508]
88,2.0,"cases, information on date of onset is available only for the",Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[204]
89,2.0,COVID,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,"[0, 19]"
90,2.0,(n=,Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,[526]
91,2.0,"history,",Situation report - 26Coronavirus disease 2019 (COVID-19) 15 February 2020,True,True,"[1, 5]"
0,1.0,Table,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[1]
1,1.0,COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
2,1.0,"in China,",Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 4]"
3,1.0,Lab,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[0]
4,1.0,Lab,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[0]
5,1.0,Hubei,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[5917, 1728, 3095, 4823, 1154, 116, 36, 602, 15, 384, 51, 986, 1318]"
6,1.0,Guangdong,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[11, 346, 20, 0, 20, 8, 0, 1261, 0, 1261, 2]"
7,1.0,Henan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[9605, 15, 0, 15, 207, 1, 1184, 0, 1184, 11]"
8,1.0,Zhejiang,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[5737, 10, 0, 10, 22, 0, 1155, 0, 1155, 0]"
9,1.0,Hunan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[6899, 20, 0, 20, 53, 0, 988, 0, 988, 2]"
10,1.0,Anhui,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[6324, 24, 0, 24, 16, 1, 934, 0, 934, 6]"
11,1.0,Jiangxi,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[4648, 28, 0, 28, 43, 0, 900, 0, 900, 1]"
12,1.0,Jiangsu,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[8051, 23, 0, 23, 14, 0, 593, 0, 593, 0]"
13,1.0,Chongqing,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3102, 11, 0, 11, 138, 1, 529, 0, 529, 4]"
14,1.0,Shandong,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[10, 47, 13, 0, 13, 37, 0, 519, 0, 519, 2]"
15,1.0,Sichuan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[8341, 12, 0, 12, 77, 0, 463, 0, 463, 1]"
16,1.0,Heilongjiang,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3773, 23, 0, 23, 35, 2, 418, 0, 418, 11]"
17,1.0,Beijing,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2154, 6, 0, 6, 54, 0, 372, 0, 372, 3]"
18,1.0,Shanghai,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2424, 5, 0, 5, 81, 0, 318, 0, 318, 1]"
19,1.0,Hebei,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[7556, 18, 0, 18, 12, 0, 283, 0, 283, 3]"
20,1.0,Fujian,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3941, 2, 0, 2, 23, 0, 281, 0, 281, 0]"
21,1.0,Shaanxi,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3864, 1, 0, 1, 37, 0, 230, 0, 230, 0]"
22,1.0,Guangxi,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[4926, 4, 0, 4, 79, 0, 226, 0, 226, 2]"
23,1.0,Yunnan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[4830, 7, 0, 7, 29, 0, 162, 0, 162, 0]"
24,1.0,Hainan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[934, 0, 0, 0, 32, 0, 157, 0, 157, 4]"
25,1.0,Guizhou,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3600, 5, 0, 5, 16, 0, 140, 0, 140, 1]"
26,1.0,Shanxi,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3718, 0, 0, 0, 24, 0, 126, 0, 126, 0]"
27,1.0,Tianjin,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1560, 7, 0, 7, 172, 0, 119, 0, 119, 3]"
28,1.0,Liaoning,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[4359, 1, 0, 1, 66, 0, 117, 0, 117, 1]"
29,1.0,Gansu,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2637, 3, 0, 3, 0, 0, 90, 0, 90, 2]"
30,1.0,Jilin,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2704, 2, 0, 2, 10, 0, 86, 0, 86, 1]"
31,1.0,Ningxia,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[688, 3, 0, 3, 5, 0, 67, 0, 67, 0]"
32,1.0,Xinjiang,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2487, 2, 0, 2, 5, 0, 65, 0, 65, 1]"
33,1.0,Inner Mongolia,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2534, 2, 0, 2, 1, 0, 63, 0, 63, 0]"
34,1.0,Hong Kong Sar,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[745, 3, 0, 3, 0, 0, 53, 0, 53, 1]"
35,1.0,Qinghai,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[603, 0, 0, 0, 0, 0, 18, 0, 18, 0]"
36,1.0,Taipei and environs,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2359, 0, 0, 0, 0, 0, 18, 0, 18, 0]"
37,1.0,Macao Sar,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[66, 0, 0, 0, 0, 0, 10, 0, 10, 0]"
38,1.0,Xizang,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[344, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
39,1.0,Totals,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[142, 823, 1998, 3095, 5093, 2450, 121, 48, 548, 15, 384, 63, 932, 1381]"
40,1.0,lab,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[0]
41,1.0,confirmed cases and clinically diagnosed cases of COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
42,2.0,Table,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[2]
43,2.0,laboratory,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[0]
44,2.0,COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
45,2.0,. Data as of,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 4]"
46,2.0,Singapore,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[58, 22, 36, 0, 0]"
47,2.0,Japan,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[33, 24, 9]"
48,2.0,(4),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 1]"
49,2.0,Republic of Korea,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[28, 13, 12]"
50,2.0,(0),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3, 0]"
51,2.0,Malaysia,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[19, 15, 4]"
52,2.0,(1),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 0]"
53,2.0,Viet Nam,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[16, 8, 8, 0, 0]"
54,2.0,Australia,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[15, 15, 0, 0, 0]"
55,2.0,Philippines,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3, 3, 0, 0, 1]"
56,2.0,Cambodia,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
57,2.0,South,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[0]
58,2.0,Thailand,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[33, 23, 6, 4, 0]"
59,2.0,India,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3, 3, 0, 0, 0]"
60,2.0,Nepal,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
61,2.0,Sri Lanka,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
62,2.0,America,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[15, 13, 2, 0, 0]"
63,2.0,Canada,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[7, 6, 0, 1, 0]"
64,2.0,Germany,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[16, 2, 14, 0, 0]"
65,2.0,France,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[11, 5, 6, 0, 0]"
66,2.0,The United Kingdom,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[9, 2, 7]"
67,2.0,(0),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 0]"
68,2.0,Italy,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[3, 3]"
69,2.0,(0),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 0, 0]"
70,2.0,Russian Federation,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2, 2, 0, 0, 0]"
71,2.0,Spain,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[2, 0, 2]"
72,2.0,(0),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 0]"
73,2.0,Belgium,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
74,2.0,Finland,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
75,2.0,Sweden,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 1, 0, 0, 0]"
76,2.0,United Arab Emirates,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[8, 6, 1, 1, 0]"
77,2.0,conveyance (Japan),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[218]
78,2.0,(44),Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 0, 218, 0]"
79,2.0,COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
80,2.0,Confirmed cases in China include cases confirmed in Hong Kong SAR (,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[53]
81,2.0,and environs (,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[18]
82,2.0,The exposure for,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[2]
83,2.0,for,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[6]
84,2.0,COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
85,2.0,(n=,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[192]
86,2.0,"travel history,",Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 4]"
87,2.0,February,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[2020]
88,2.0,Note for figure 2: Of the,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[505]
89,2.0,"cases reported outside China,",Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[17]
90,2.0,the remaining,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[4, 88]"
91,2.0,"cases, information on date of onset is available only for the",Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 9, 2]"
92,2.0,COVID,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[0, 19]"
93,2.0,(n=,Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,[505]
94,2.0,"history,",Situation report - 25Coronavirus disease 2019 (COVID-19) 14 February 2020,True,True,"[1, 4]"
0,1.0,Table,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[2]
1,1.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
2,1.0,"in China,",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 3]"
3,1.0,Province/Region/City,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[1]
4,1.0,Hubei,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[5917, 34874]"
5,1.0,Guangdong,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[11346, 1241]"
6,1.0,Zhejiang,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[5737, 1145]"
7,1.0,Henan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[9605, 1169]"
8,1.0,Hunan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[6899, 968]"
9,1.0,Anhui,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[6324, 910]"
10,1.0,Jiangxi,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[4648, 872]"
11,1.0,Jiangsu,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[8051, 570]"
12,1.0,Chongqing,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3102, 518]"
13,1.0,Shandong,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[10047, 506]"
14,1.0,Sichuan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[8341, 451]"
15,1.0,Heilongjiang,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3773, 395]"
16,1.0,Beijing,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2154, 366]"
17,1.0,Shanghai,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2424, 313]"
18,1.0,Fujian,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3941, 279]"
19,1.0,Hebei,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[7556, 265]"
20,1.0,Shaanxi,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3864, 229]"
21,1.0,Guangxi,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[4926, 222]"
22,1.0,Yunnan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[4830, 155]"
23,1.0,Hainan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[934, 157]"
24,1.0,Shanxi,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3718, 126]"
25,1.0,Guizhou,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3600, 135]"
26,1.0,Liaoning,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[4359, 116]"
27,1.0,Tianjin,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1560, 112]"
28,1.0,Gansu,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2637, 87]"
29,1.0,Jilin,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2704, 84]"
30,1.0,Inner Mongolia,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2534, 61]"
31,1.0,Xinjiang,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2487, 63]"
32,1.0,Ningxia,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[688, 64]"
33,1.0,Hong Kong SAR,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[745, 50]"
34,1.0,Qinghai,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[603, 18]"
35,1.0,Taipei and environs,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2359, 18]"
36,1.0,Macao SAR,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[66, 10]"
37,1.0,Xizang,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[344, 1]"
38,1.0,Total,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[142823, 46550, 1]"
39,1.0,China Statistical Yearbook,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 2019]"
40,1.0,"National Bureau of Statistics of China,",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[1]
41,2.0,Table,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[3]
42,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
43,2.0,. Data as of,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 3]"
44,2.0,China,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[46]
45,2.0,(,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[1820]
46,2.0,Singapore,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[50, 22, 28, 0, 0]"
47,2.0,Japan,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[29]
48,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[24, 5, 0, 0]"
49,2.0,Republic of Korea,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[28]
50,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[13, 12]"
51,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3, 0]"
52,2.0,Malaysia,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[18, 15, 3]"
53,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 0]"
54,2.0,Viet Nam,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[16, 8, 8, 0, 0]"
55,2.0,Australia,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[15, 15, 0, 0, 0]"
56,2.0,Philippines,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3, 3, 0, 0, 1]"
57,2.0,Cambodia,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
58,2.0,South,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
59,2.0,Thailand,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[33, 23, 6, 4, 0]"
60,2.0,India,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3, 3, 0, 0, 0]"
61,2.0,Nepal,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
62,2.0,Sri Lanka,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
63,2.0,America,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[14, 12, 2, 0, 0]"
64,2.0,Canada,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[7, 6, 0, 1, 0]"
65,2.0,Germany,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[16, 2, 14, 0, 0]"
66,2.0,France,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[11, 5, 6, 0, 0]"
67,2.0,The United Kingdom,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[9, 2, 7]"
68,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 0]"
69,2.0,Italy,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[3, 3, 0, 0, 0]"
70,2.0,Russian Federation,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2, 2, 0, 0, 0]"
71,2.0,Spain,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[2, 0, 2]"
72,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 0]"
73,2.0,Belgium,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
74,2.0,Finland,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
75,2.0,Sweden,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 1, 0, 0, 0]"
76,2.0,United Arab Emirates,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[8, 6, 1, 1, 0]"
77,2.0,conveyance (Japan),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[174]
78,2.0,(0),Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 0, 174, 0]"
79,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
80,2.0,Hong Kong SAR (,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[50]
81,2.0,and environs (,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[18]
82,2.0,The exposure for,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[2]
83,2.0,for,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[6]
84,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
85,2.0,(n=,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[172]
86,2.0,"travel history,",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 3]"
87,2.0,February,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[2020]
88,2.0,Note for figure 2: Of the,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[44, 7]"
89,2.0,"cases reported outside China,",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[16]
90,2.0,the remaining,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[431]
91,2.0,"cases, information on date of onset is available only for the",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[172]
92,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
93,2.0,n=,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[44, 7]"
94,2.0,"history,",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[1, 3]"
95,2.0,February,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[2020]
96,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
97,2.0,investigation protocol for 2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
98,2.0,novel coronavirus (2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
99,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
100,2.0,th care settings in the context of the novel coronavirus (2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
101,2.0,novel coronavirus (2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
102,2.0,medicines and supplies necessary to care for patients with 2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
103,2.0,coronavirus 2019,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
104,2.0,COVID,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 19]"
105,2.0,Limit human,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
106,2.0,to,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
107,2.0,"care settings, implementation of health measures for travelers, awareness",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
108,2.0,https://www.who.int/emergencies/diseases/novel,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
109,2.0,coronavirus,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,"[0, 2019, 0]"
110,2.0,guidance/early,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
111,2.0,previous outbreaks due to other coronavirus (Middle,Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
112,2.0,", human",Situation report - 24Coronavirus disease 2019 (COVID-19) 13 February 2020,False,True,[0]
